
seg_0path_0,626.130273070583,650.715004601974,
seg_0path_1,626.1320038038,650.529662140392,
seg_0path_2,626.138403315282,650.344593903717,
seg_0path_3,626.149338016231,650.161005854216,
seg_0path_4,626.164889804096,649.976725869043,
seg_0path_5,626.184953078693,649.792962321018,
seg_0path_6,626.209475302728,649.60979611199,
seg_0path_7,626.238403938908,649.427308143808,
seg_0path_8,626.271686449939,649.24557931832,
seg_0path_9,626.309512554371,649.063590299671,
seg_0path_10,626.35137094939,648.883628328798,
seg_0path_11,626.39742528703,648.704668699467,
seg_0path_12,626.447623029997,648.526792313527,
seg_0path_13,626.501911640997,648.350080072825,
seg_0path_14,626.560238582736,648.174612879211,
seg_0path_15,626.622159390314,648.001529290581,
seg_0path_16,626.687965950199,647.829834961018,
seg_0path_17,626.758045650998,647.658569689143,
seg_0path_18,626.831954174058,647.488872085141,
seg_0path_19,626.90963898209,647.320823050863,
seg_0path_20,626.991047537796,647.154503488151,
seg_0path_21,627.076127303884,646.98999429886,
seg_0path_22,627.164825743062,646.827376384832,
seg_0path_23,627.255943870414,646.668677540576,
seg_0path_24,627.351679511567,646.510059357792,
seg_0path_25,627.450876854626,646.353574169209,
seg_0path_26,627.553483362297,646.199302876677,
seg_0path_27,627.659446497287,646.047326382046,
seg_0path_28,627.767361503646,645.899535354907,
seg_0path_29,627.879840944752,645.752360715776,
seg_0path_30,627.995520041994,645.607722593482,
seg_0path_31,628.114346258079,645.465701889874,
seg_0path_32,628.236267055711,645.3263795068,
seg_0path_33,628.361229897599,645.189836346106,
seg_0path_34,628.489182246448,645.056153309642,
seg_0path_35,628.619264665595,644.926199431837,
seg_0path_36,628.75219676481,644.799230254226,
seg_0path_37,628.888768191918,644.674574674867,
seg_0path_38,629.02811961751,644.553101840525,
seg_0path_39,629.170198504294,644.434892653046,
seg_0path_40,629.314952314975,644.320028014279,
seg_0path_41,629.46232851226,644.208588826074,
seg_0path_42,629.613196638936,644.100008784451,
seg_0path_43,629.765675185859,643.995685324569,
seg_0path_44,629.920618187157,643.895030514095,
seg_0path_45,630.077973105534,643.79812525488,
seg_0path_46,630.237687403697,643.705050448771,
seg_0path_47,630.399708544353,643.615886997615,
seg_0path_48,630.562975585492,643.531222879581,
seg_0path_49,630.729439533035,643.450099762398,
seg_0path_50,630.898053031538,643.373130212411,
seg_1path_0,732.374512232707,600.953119406246,
seg_1path_1,732.352685810905,600.958306005699,
seg_1path_2,732.328777269367,600.962901653622,
