
seg_0path_0,327.901805679736,387.48638677871,
seg_0path_1,327.900171036699,387.519068276347,
seg_0path_2,327.899006730227,387.553428989455,
seg_0path_3,327.898432541278,387.585843912138,
seg_0path_4,327.898381685838,387.619906009134,
seg_0path_5,327.898856739492,387.65202170782,
seg_0path_6,327.899907500736,387.685750725824,
seg_0path_7,327.901519358147,387.719295310822,
seg_0path_8,327.903561129082,387.7508960276,
seg_0path_9,327.906256691733,387.784055373571,
seg_0path_10,327.909504152783,387.817003501656,
seg_0path_11,327.913300391565,387.849731324124,
seg_0path_12,327.917885864241,387.88393367026,
seg_0path_13,327.922798764565,387.916180814941,
seg_0path_14,327.928250916355,387.948179912521,
seg_0path_15,327.934569163832,387.981585209801,
seg_0path_16,327.941118423263,388.013046686544,
seg_0path_17,327.948584600719,388.045865914895,
seg_0path_18,327.956634091519,388.078368960846,
seg_0path_19,327.965263255857,388.110545224918,
seg_0path_20,327.974468453944,388.142384107634,
seg_0path_21,327.984246045973,388.173875009515,
seg_0path_22,327.994592392155,388.20500733108,
seg_0path_23,328.005503852684,388.235770472853,
seg_0path_24,328.017565107943,388.267662844146,
seg_0path_25,328.030241175373,388.29912423857,
seg_0path_26,328.042881359477,388.328675563298,
seg_0path_27,328.056745630756,388.359260162858,
seg_0path_28,328.071212274288,388.389377559182,
seg_0path_29,328.085546203511,388.417615205876,
seg_0path_30,328.101935824037,388.448161661235,
seg_0path_31,328.11818430321,388.476803826521,
seg_0path_32,328.135018300556,388.504929707685,
seg_0path_33,328.15243360255,388.532527034505,
seg_0path_34,328.171297099128,388.560858242777,
seg_0path_35,328.18988954465,388.587335006338,
seg_0path_36,328.209976985476,388.614465343347,
seg_0path_37,328.230683473583,388.64096043988,
seg_0path_38,328.25102178592,388.665645667802,
seg_0path_39,328.272924241881,388.690858422829,
seg_0path_40,328.295431431616,388.71539425493,
seg_0path_41,328.318538510559,388.7392390562,
seg_0path_42,328.342240634136,388.762378718733,
seg_0path_43,328.366532957776,388.784799134622,
seg_0path_44,328.39141063691,388.806486195961,
seg_0path_45,328.416868826966,388.827425794844,
seg_0path_46,328.444099640023,388.848502682766,
seg_0path_47,328.470730149547,388.867869439708,
seg_0path_48,328.497926416072,388.886445769208,
seg_0path_49,328.525683595028,388.904217563359,
seg_0path_50,328.553996841845,388.921170714257,
seg_0path_51,328.577722864811,388.934504337266,
seg_0path_52,328.601523162557,388.947109126394,
seg_0path_53,328.625390305333,388.958999435928,
seg_0path_54,328.649316863397,388.970189620157,
seg_0path_55,328.674707369708,388.981290890611,
seg_0path_56,328.700147337877,388.991640377517,
seg_0path_57,328.725627948388,389.001255120198,
seg_0path_58,328.751140381726,389.01015215798,
seg_0path_59,328.776675818379,389.018348530187,
seg_0path_60,328.802225438834,389.025861276143,
seg_0path_61,328.827780423577,389.032707435173,
seg_0path_62,328.853331953091,389.038904046602,
seg_0path_63,328.880289518258,389.044759063153,
seg_0path_64,328.907223034334,389.04992938045,
seg_0path_65,328.932707412918,389.054214144651,
seg_0path_66,328.960976428774,389.058296076899,
seg_0path_67,328.986366624449,389.061377442843,
seg_0path_68,329.014509155557,389.064164455191,
seg_0path_69,329.039765861598,389.066118363571,
seg_0path_70,329.067738233825,389.067694834566,
seg_0path_71,329.094212973248,389.068633374424,
seg_0path_72,329.12058068272,389.069047534268,
seg_0path_73,329.148209135992,389.068939016855,
seg_0path_74,329.175695405229,389.068295047397,
seg_0path_75,329.20302739233,389.067138999452,
seg_0path_76,329.230192999203,389.06549424658,
seg_0path_77,329.257180127741,389.06338416234,
seg_0path_78,329.283976679853,389.060832120291,
seg_0path_79,329.310570557436,389.057861493992,
seg_0path_80,329.336949662393,389.054495657002,
seg_0path_81,329.363101896623,389.050757982881,
seg_0path_82,329.389015162033,389.046671845186,
seg_0path_83,329.417229305909,389.041802514639,
seg_0path_84,329.442601357478,389.037060684377,
seg_0path_85,329.470190822194,389.031526784573,
seg_0path_86,329.494968307306,389.026232339139,
seg_0path_87,329.521874404985,389.020147255213,
seg_0path_88,329.548399126583,389.013818707004,
seg_0path_89,329.574526369528,389.007277804722,
seg_0path_90,329.600240031254,389.000555658571,
seg_0path_91,329.626662810622,388.993367939172,
seg_0path_92,329.652597556567,388.986051675665,
seg_0path_93,329.67911967582,388.978318714335,
seg_0path_94,329.705069461437,388.970524884278,
seg_0path_95,329.730426007904,388.962710575006,
seg_0path_96,329.755168409705,388.954916176028,
seg_0path_97,329.781255386522,388.946541556524,
seg_0path_98,329.806570481873,388.938289057249,
seg_0path_99,329.832939176653,388.929597224034,
seg_0path_100,329.858348648486,388.921170714257,
seg_0path_101,329.900022877242,388.906900886718,
seg_0path_102,329.941072978447,388.891982463884,
seg_0path_103,329.981501974256,388.876435726331,
seg_0path_104,330.021312886829,388.860280954636,
seg_0path_105,330.061804709267,388.842970459512,
